N,P,K,temperature,humidity,ph,rainfall,label
91.9,61.4,46.9,24.18,87.99,6.43,229.28,Rice
84.7,70.9,92.3,24.86,81.8,7.17,119.1,Sugarcane
32.7,75.8,31.5,22.74,63.17,6.87,39.75,Lentil
39.3,45.5,32.6,22.03,75.01,6.63,53.39,Soybean
28.7,78.1,39.4,21.8,66.92,6.38,34.55,Lentil
100.8,,53.3,25.81,88.78,6.29,233.77,Rice
33.8,39.1,31.4,24.98,68.89,6.65,57.93,Soybean
125.5,74.7,114.0,18.22,86.0,6.34,70.16,Cabbage
64.2,67.5,55.8,14.51,68.67,6.42,40.6,Garlic
124.4,108.7,404.9,28.93,81.03,5.9,133.37,Banana
72.1,59.8,66.6,17.59,70.64,6.71,47.82,Garlic
64.4,68.9,65.5,16.88,70.16,6.56,39.04,Onion
27.1,76.7,34.5,22.6,63.09,6.81,35.7,Lentil
65.9,48.4,65.2,25.27,70.43,6.37,67.59,Tomato
56.2,29.6,30.7,32.51,52.41,6.13,38.3,Millet
122.5,91.7,397.8,28.14,78.0,5.78,145.97,Banana
24.4,85.0,32.6,21.31,65.05,6.53,34.17,Lentil
62.3,63.0,57.8,17.06,64.33,6.75,50.62,Mustard
64.1,64.7,56.5,20.65,87.28,5.26,56.87,Potato
67.9,69.4,68.2,19.79,69.94,6.63,53.88,Onion
20.0,74.1,28.2,12.46,75.96,6.56,49.49,Pea
58.3,38.9,43.4,16.99,58.66,7.02,56.98,Barley
115.2,98.7,382.0,28.62,76.27,5.76,138.57,Banana
34.4,23.8,29.0,21.23,55.61,6.08,143.66,Apple
68.4,58.8,63.3,16.79,70.81,6.66,44.51,Garlic
21.9,18.8,29.8,20.12,60.48,6.08,148.94,Apple
32.5,73.4,28.0,21.08,67.01,7.15,41.9,Lentil
57.8,41.7,43.8,16.82,60.73,6.97,58.16,Barley
134.3,107.1,380.8,28.85,82.42,5.98,133.99,Banana
77.5,63.8,86.3,30.87,70.08,6.64,95.92,Chili
61.0,69.6,70.9,18.35,86.27,5.05,68.77,Potato
70.7,54.9,76.2,28.47,71.83,6.39,102.04,Chili
29.3,19.1,32.0,28.9,66.06,6.56,97.33,Mango
30.5,45.3,25.6,25.93,72.11,6.61,58.16,Soybean
53.6,48.1,45.6,15.48,66.41,6.72,60.1,Barley
112.5,67.2,57.0,30.7,87.67,6.46,237.12,Rice
95.3,61.4,59.3,26.95,89.04,6.44,211.74,Rice
63.7,54.6,56.7,26.43,60.78,6.76,70.01,Tomato
63.3,60.7,69.4,20.63,68.81,6.6,49.21,Onion
64.1,62.7,63.3,12.94,70.47,6.3,48.15,Garlic
112.0,56.5,61.5,27.46,90.47,6.88,211.73,Rice
57.0,72.5,75.3,22.57,86.66,4.98,56.45,Potato
30.1,23.4,26.0,22.63,63.01,5.99,138.02,Apple
51.5,34.9,42.2,13.15,61.91,7.12,53.73,Barley
54.8,43.7,50.2,16.31,63.84,6.62,52.37,Barley
34.4,20.1,31.8,31.96,57.92,6.39,100.13,Mango
123.6,76.9,128.6,17.96,86.49,6.06,75.86,Cauliflower
47.7,35.8,29.1,31.16,52.41,5.63,44.53,Millet
57.9,65.5,71.1,19.41,69.11,6.83,57.55,Onion
62.2,45.3,38.9,14.83,60.38,6.65,62.17,Barley
126.4,73.8,118.3,17.77,86.57,6.48,79.91,Cabbage
87.7,80.0,106.3,26.91,80.93,6.13,93.98,Sugarcane
58.9,50.4,60.9,25.56,70.97,6.45,63.97,Tomato
70.1,55.4,37.1,16.87,66.24,6.85,67.76,Wheat
64.0,64.6,60.7,21.22,72.76,6.36,43.01,Onion
28.8,23.0,30.3,29.31,58.41,6.56,108.3,Mango
84.0,56.9,71.1,25.48,72.83,6.17,97.93,Chili
100.5,60.5,79.0,24.29,69.72,6.18,81.72,Maize
101.0,62.3,72.5,29.88,86.06,6.03,237.3,Rice
105.7,62.8,80.7,23.08,71.08,6.66,95.79,Maize
68.7,42.4,43.9,18.34,51.46,6.7,95.11,Wheat
131.7,73.3,123.7,17.44,87.04,6.27,83.73,Cabbage
65.1,60.1,68.1,19.92,85.03,5.32,61.59,Potato
30.9,17.2,28.1,29.69,57.91,6.13,110.01,Mango
62.3,61.9,66.2,16.73,71.13,6.8,52.5,Garlic
83.7,71.8,72.8,25.94,72.72,6.47,90.37,Chili
115.4,72.3,125.3,15.77,84.26,6.11,81.85,Cabbage
74.3,45.1,80.9,27.62,71.06,6.62,99.52,Chili
117.4,96.1,411.4,29.21,79.19,6.13,135.63,Banana
122.8,116.0,389.7,27.98,82.39,5.95,124.29,Banana
114.0,105.0,404.6,28.52,81.12,5.93,139.06,Banana
30.6,19.5,26.0,21.19,63.42,5.96,143.58,Apple
28.6,18.2,27.9,21.17,67.69,5.88,135.76,Apple
57.2,58.7,50.6,17.03,67.78,6.79,56.43,Mustard
140.0,83.9,117.3,17.1,85.08,6.22,82.06,Cauliflower
134.5,94.9,379.4,28.64,78.31,6.18,144.46,Banana
95.1,62.5,82.1,24.29,65.81,6.55,89.92,Maize
32.5,88.5,32.6,15.15,71.54,6.67,51.52,Pea
124.7,88.7,115.8,18.98,83.04,5.89,78.72,Cauliflower
75.9,66.9,72.5,26.54,67.22,6.48,86.85,Chili
29.8,17.7,33.7,18.63,58.23,6.14,136.08,Apple
108.5,60.8,76.9,21.01,65.18,6.53,89.82,Maize
81.5,60.0,71.6,23.77,71.42,6.74,111.93,Chili
96.2,56.9,84.8,22.26,67.86,6.73,77.87,Maize
58.4,65.8,54.7,17.55,64.56,6.64,49.95,Mustard
34.2,23.0,30.1,21.13,54.99,5.91,146.9,Apple
70.6,67.4,65.8,18.84,71.36,6.53,46.22,Onion
64.7,46.4,47.6,21.08,61.85,6.77,73.36,Wheat
64.6,61.5,61.4,24.56,62.21,6.63,52.86,Tomato
-6.213670910522312,89.1,121.2,16.75,86.02,6.38,77.08,Cabbage
95.0,62.1,100.7,25.83,79.66,6.88,105.18,Sugarcane
60.4,31.5,28.5,30.31,47.22,6.77,49.16,Millet
93.8,62.0,104.0,28.49,83.0,7.0,106.03,Sugarcane
28.1,19.4,30.4,21.36,59.95,5.9,113.82,Apple
81.0,50.3,83.5,24.21,68.87,6.46,106.13,Chili
26.9,86.7,28.2,14.29,72.72,6.89,49.54,Pea
86.6,50.5,76.5,24.9,72.67,6.7,89.0,Chili
32.5,83.0,28.9,12.66,75.44,6.77,51.31,Pea
57.6,57.3,46.1,18.8,65.3,6.91,60.33,Mustard
31.7,74.6,30.5,18.15,62.03,6.76,42.76,Lentil
84.4,53.3,81.5,31.48,69.89,6.66,75.09,Chili
127.4,73.5,126.1,17.99,86.17,5.92,77.44,Cauliflower
67.2,66.0,63.4,14.41,69.23,6.63,44.84,Garlic
117.5,85.0,115.0,16.8,84.81,6.2,79.45,Cabbage
67.5,61.2,72.9,19.43,69.8,6.28,49.03,Onion
103.0,64.3,68.9,27.99,89.27,6.23,261.0,Rice
27.6,23.5,34.0,27.8,61.02,7.11,103.46,Mango
32.4,17.8,29.6,27.9,58.17,6.59,95.82,Mango
115.9,75.7,126.2,16.16,83.63,6.09,67.93,Cauliflower
52.0,67.0,52.8,15.72,66.18,6.8,50.91,Mustard
58.3,56.2,52.5,14.72,64.91,6.42,51.24,Mustard
57.0,50.8,52.4,19.93,66.28,7.02,54.88,Mustard
60.0,62.7,59.5,19.25,86.48,5.11,54.62,Potato
27.1,11.1,29.0,31.15,57.96,7.21,97.86,Mango
108.2,102.6,421.8,27.1,81.44,5.98,180.95,Banana
64.4,68.6,63.0,21.38,81.52,5.0,63.26,Potato
56.2,70.0,69.7,21.38,88.43,5.12,63.44,Potato
29.6,23.1,26.8,29.09,59.33,6.09,96.5,Mango
31.5,20.4,29.4,29.32,57.12,6.49,95.13,Mango
29.4,71.9,31.9,13.89,74.87,6.77,48.42,Pea
64.7,62.7,70.1,20.31,87.63,5.18,58.75,Potato
64.3,65.0,57.1,22.07,69.76,6.33,53.7,Onion
58.3,71.3,62.6,20.58,67.24,6.59,39.97,Onion
122.2,79.2,125.3,18.26,84.17,6.27,75.59,Cabbage
33.2,22.4,23.3,22.32,60.31,6.07,128.47,Apple
116.6,72.7,119.6,17.04,83.11,5.88,78.3,Cauliflower
68.1,49.4,42.0,20.21,66.51,6.62,66.18,Wheat
102.9,58.8,66.6,30.47,93.97,6.39,233.14,Rice
29.0,48.0,29.9,26.32,74.5,6.68,56.57,Soybean
28.1,18.5,32.4,21.96,59.67,5.99,146.19,Apple
55.7,50.7,52.5,17.08,66.16,7.09,53.85,Mustard
28.0,80.8,29.5,16.22,76.42,6.9,40.35,Pea
88.4,71.1,95.9,28.35,78.97,7.27,115.5,Sugarcane
30.1,18.9,33.0,27.56,61.3,6.22,95.74,Mango
104.0,62.7,82.4,22.62,69.87,6.88,94.87,Maize
107.7,53.8,61.6,29.94,88.75,6.3,250.03,Rice
58.3,61.5,67.8,22.29,72.54,6.52,60.83,Tomato
63.7,62.6,60.9,17.64,68.13,6.44,41.98,Onion
31.5,17.8,23.6,29.1,55.48,6.57,90.11,Mango
34.5,18.0,30.3,21.18,62.06,6.0,142.54,Apple
100.1,58.4,80.5,21.73,62.98,6.81,86.29,Maize
50.9,46.8,47.4,16.3,60.96,6.7,64.15,Barley
29.5,18.3,26.9,31.69,64.88,6.89,104.1,Mango
75.6,57.1,81.3,28.27,71.17,6.7,94.91,Chili
30.6,86.4,26.2,20.61,66.29,6.64,32.25,Lentil
44.1,54.7,49.7,15.34,60.25,6.75,57.43,Barley
71.6,64.0,54.7,20.72,90.69,5.19,57.79,Potato
65.1,53.2,59.5,23.4,66.7,6.36,73.01,Tomato
124.1,81.1,118.7,16.4,85.77,6.22,77.87,Cabbage
29.3,19.3,37.5,30.98,68.27,6.33,99.29,Mango
69.8,43.2,36.5,18.46,65.21,6.68,72.97,Wheat
68.8,48.1,39.9,19.59,59.87,6.72,77.78,Wheat
51.4,46.4,41.9,17.33,66.41,6.68,61.33,Barley
30.7,22.2,32.2,30.92,58.77,6.34,86.72,Mango
66.7,44.1,64.7,22.2,65.97,6.38,68.51,Tomato
56.3,40.1,50.1,16.97,62.02,6.53,58.11,Barley
25.5,86.6,26.8,14.53,74.51,6.96,46.54,Pea
69.6,55.0,92.7,22.93,65.56,6.63,88.58,Chili
95.0,43.8,65.9,29.34,86.8,6.27,237.9,Rice
27.0,18.3,29.3,30.82,58.64,6.23,97.07,Mango
125.0,80.2,126.7,16.47,86.04,5.79,70.3,Cauliflower
29.2,20.4,34.3,21.65,62.34,6.12,137.95,Apple
53.5,49.6,44.4,16.42,63.36,6.95,50.69,Barley
92.6,82.7,103.5,31.83,83.48,7.39,103.45,Sugarcane
140.3,68.4,130.9,15.91,83.68,6.38,79.16,Cabbage
92.0,65.4,69.0,27.32,90.01,6.34,208.87,Rice
28.5,15.5,30.2,20.18,56.48,5.88,173.14,Apple
31.1,20.5,31.6,19.87,60.66,6.02,143.09,Apple
57.7,43.5,41.2,20.53,64.47,6.28,75.96,Wheat
56.6,42.0,58.1,15.22,65.79,6.56,64.15,Barley
67.3,62.4,-5.099611680310675,23.84,64.6,6.25,60.49,Tomato
125.6,81.4,119.7,16.48,81.58,12.640592579993854,77.48,Cabbage
95.6,65.6,95.3,27.27,82.82,6.21,89.63,Sugarcane
47.2,58.4,60.0,16.07,65.74,6.66,59.43,Mustard
31.3,79.8,31.7,18.07,67.76,7.23,37.7,Lentil
33.3,71.7,30.6,13.16,74.33,7.16,40.62,Pea
81.9,49.0,74.5,29.81,76.26,6.33,87.63,Chili
112.0,76.1,122.3,16.81,85.72,6.35,81.73,Cabbage
94.9,48.2,83.1,19.75,65.91,5.98,84.28,Maize
28.7,93.9,22.4,21.31,66.19,6.89,38.23,Lentil
59.9,50.6,47.0,17.36,57.22,6.69,44.66,Barley
55.8,45.0,41.8,15.66,60.67,6.92,53.7,Barley
34.5,41.3,27.5,28.53,73.26,6.1,53.12,Soybean
46.5,61.5,51.4,17.85,62.74,6.74,48.14,Mustard
100.2,64.3,69.1,23.22,66.48,6.56,76.98,Maize
129.1,79.9,125.5,17.43,82.84,6.03,72.08,Cauliflower
66.7,47.9,49.8,19.45,57.96,6.48,68.12,Wheat
129.5,91.5,118.1,16.73,84.61,6.32,77.77,Cabbage
122.8,63.4,120.1,18.21,,6.2,75.2,Cabbage
72.9,55.7,62.5,16.46,87.58,5.13,65.3,Potato
72.1,32.6,51.4,20.56,55.98,6.48,88.97,Wheat
30.3,70.6,24.9,20.09,62.66,6.33,35.65,Lentil
63.6,68.9,60.4,17.78,70.38,6.26,51.53,Onion
63.8,72.4,68.4,15.57,73.5,6.58,40.16,Garlic
57.9,63.9,63.5,22.65,88.5,5.12,62.79,Potato
60.5,69.9,59.8,16.67,70.96,6.51,42.52,Garlic
56.8,41.6,44.4,14.51,62.2,6.65,58.07,Barley
68.4,64.5,67.6,-3.0698392370931282,70.36,6.6,48.01,Onion
65.3,63.6,59.2,16.97,86.21,5.19,64.19,Potato
66.2,61.2,64.5,16.15,68.69,6.45,44.17,Garlic
69.4,67.7,68.1,19.37,85.86,5.23,58.34,Potato
49.6,25.8,31.8,29.3,49.52,6.08,53.08,Millet
50.8,48.8,53.7,19.16,65.92,7.06,60.17,Mustard
60.5,61.4,67.2,21.57,69.19,6.59,57.91,Onion
121.8,71.5,127.4,16.81,83.81,6.23,72.13,Cabbage
85.2,61.4,69.1,25.22,72.74,6.36,92.25,Chili
25.1,17.9,31.6,20.15,60.88,6.04,137.51,Apple
59.5,28.7,38.4,31.61,49.57,6.39,32.59,Millet
24.5,21.4,27.3,27.27,57.22,6.68,,Mango
112.5,50.3,45.3,28.6,86.24,5.99,242.71,Rice
98.3,77.9,94.4,27.16,85.57,6.6,117.98,Sugarcane
95.5,63.5,83.3,28.25,81.7,7.21,111.5,Sugarcane
57.1,47.0,45.5,17.32,64.71,6.8,57.78,Barley
68.7,62.5,66.0,24.68,63.41,6.4,60.48,Tomato
24.1,50.3,38.4,24.25,76.32,6.46,50.43,Soybean
87.8,53.0,90.0,25.29,69.66,6.15,102.47,Maize
52.1,62.2,52.5,12.77,64.62,6.25,49.73,Mustard
30.5,17.9,30.9,20.67,62.93,6.06,135.8,Apple
124.6,84.1,127.0,,86.69,5.89,69.22,Cauliflower
25.1,21.2,26.1,21.63,57.92,5.82,150.66,Apple
64.9,66.5,67.4,19.5,93.83,5.08,59.23,Potato
86.6,67.8,106.8,29.8,82.11,7.1,105.0,Sugarcane
71.7,39.0,49.5,21.49,66.1,6.65,80.94,Wheat
55.6,46.2,56.2,16.65,61.26,6.45,57.1,Barley
68.3,69.3,67.0,14.9,70.55,6.18,51.62,Garlic
56.3,48.1,41.4,19.68,64.2,6.69,54.59,Barley
61.7,63.4,52.5,19.45,67.38,6.85,61.43,Mustard
58.2,59.4,64.4,16.92,71.45,6.77,43.12,Garlic
86.3,54.7,81.2,23.66,69.77,6.16,89.84,Chili
72.0,68.4,68.3,13.87,69.01,6.44,35.34,Garlic
104.6,59.2,83.8,21.51,69.84,6.54,110.94,Maize
72.9,57.1,96.2,30.54,75.26,6.56,98.32,Chili
33.7,232.85517429445258,29.7,31.5,65.54,6.93,91.11,Mango
107.2,82.9,130.4,16.0,83.37,6.26,74.28,Cabbage
29.6,20.4,29.0,20.83,54.72,6.06,148.63,Apple
73.1,68.5,72.8,20.25,71.27,6.7,49.97,Onion
131.3,92.4,131.3,17.01,85.65,6.1,70.03,Cauliflower
33.3,21.5,35.8,22.68,58.86,6.42,140.33,Apple
30.8,35.1,29.1,25.73,68.26,6.32,57.82,Soybean
73.9,62.8,72.5,22.13,85.0,5.2,57.83,Potato
55.0,60.1,59.0,17.09,62.44,6.96,55.85,Mustard
98.0,68.7,82.1,22.79,65.77,6.46,78.07,Maize
65.3,59.1,56.3,25.14,69.77,6.5,58.75,Tomato
62.3,47.6,54.7,21.36,59.84,6.7,72.03,Wheat
54.1,41.6,42.5,14.32,60.07,6.97,58.88,Barley
34.3,12.3,34.1,20.46,59.74,1.9007373524374336,160.57,Apple
66.3,59.7,68.0,18.98,86.69,5.12,60.34,Potato
65.6,70.5,77.9,14.44,68.66,6.95,47.13,Garlic
132.5,105.0,370.5,28.17,81.75,5.86,145.9,Banana
121.9,76.9,113.9,16.71,86.64,6.08,76.37,Cauliflower
58.8,46.8,61.3,26.35,75.27,6.52,67.05,Tomato
33.8,43.8,30.7,24.18,66.61,6.21,51.48,Soybean
33.2,73.0,30.9,20.07,65.0,6.62,35.08,Lentil
125.1,75.0,131.8,17.29,86.0,6.23,82.82,Cabbage
25.5,45.7,29.4,25.15,69.95,6.93,50.57,Soybean
69.3,53.6,55.5,24.2,70.15,6.56,656.8693436164941,Tomato
59.1,62.5,70.5,21.23,73.3,6.53,46.95,Onion
56.2,68.9,63.2,17.8,68.41,6.29,43.59,Onion
30.1,71.9,32.9,20.87,64.72,6.67,36.62,Lentil
88.6,72.5,96.0,30.18,84.44,7.01,101.28,Sugarcane
50.7,53.3,52.4,20.23,65.48,6.48,50.18,Mustard
104.6,55.4,78.2,22.48,70.5,6.42,88.63,Maize
29.7,42.6,30.1,29.39,73.85,6.69,56.45,Soybean
62.9,61.2,64.8,18.86,67.05,6.32,58.19,Onion
139.5,79.8,122.9,17.17,82.4,6.31,74.47,Cabbage
34.0,20.7,31.1,31.67,59.68,6.75,105.7,Mango
28.5,46.5,27.4,24.9,64.95,6.61,60.88,Soybean
34.6,82.0,32.0,18.75,66.71,7.33,34.2,Lentil
29.6,42.3,34.2,25.44,67.39,6.42,58.74,Soybean
121.2,80.5,136.5,17.66,85.88,5.95,74.61,Cauliflower
57.1,58.3,61.8,16.35,69.01,6.4,44.1,Garlic
130.8,80.1,113.4,17.07,86.47,6.21,63.9,Cabbage
61.0,47.1,53.1,15.83,65.92,6.67,61.61,Mustard
127.3,80.2,120.8,18.54,88.16,6.19,77.79,Cauliflower
106.2,60.4,55.7,29.25,88.48,6.47,240.88,Rice
62.2,67.0,-3.6878218908246723,16.85,69.41,6.29,43.66,Garlic
123.6,79.7,135.0,17.12,84.58,6.25,65.8,Cabbage
102.7,59.6,75.1,22.22,64.67,6.86,74.71,Maize
36.8,18.7,29.4,20.23,57.9,6.38,152.54,Apple
26.6,78.8,30.2,21.16,66.06,6.79,38.0,Lentil
55.9,50.6,51.9,19.49,67.4,6.22,55.9,Mustard
83.5,52.1,71.1,25.09,73.52,6.39,90.58,Chili
69.1,44.8,47.3,19.14,59.35,6.7,68.78,Wheat
53.2,27.0,31.3,29.17,51.18,5.77,52.8,Millet
53.1,48.8,52.7,16.6,65.88,6.66,57.2,Mustard
75.0,57.6,68.7,19.04,86.66,5.07,57.32,Potato
52.7,38.3,42.4,18.02,62.42,6.56,65.48,Barley
105.3,58.0,78.4,23.98,67.63,6.09,83.66,Maize
27.3,90.2,26.3,10.87,72.84,6.85,47.01,Pea
137.4,84.8,120.5,17.67,88.36,6.21,69.8,Cabbage
132.1,105.0,398.6,27.24,78.86,5.91,143.69,Banana
28.8,82.4,28.3,13.34,72.39,6.88,49.04,Pea
62.9,56.5,54.2,20.4,71.09,6.51,49.65,Onion
23.5,71.8,35.8,11.61,73.41,6.39,46.36,Pea
84.7,59.9,81.5,25.62,71.27,6.62,75.28,Chili
48.6,29.5,34.6,29.91,47.41,6.28,49.43,Millet
29.9,20.2,33.2,28.13,57.18,6.91,96.14,Mango
70.9,59.0,63.6,23.04,71.44,6.55,65.03,Tomato
80.9,55.4,69.7,23.84,69.69,6.56,102.02,Chili
26.7,40.7,26.0,23.52,60.5,6.59,61.85,Soybean
111.0,85.0,115.5,17.15,86.6,6.34,72.67,Cabbage
120.3,89.2,203.22706179893478,18.83,82.79,6.13,69.05,Cabbage
31.2,82.3,31.8,21.35,64.45,7.01,32.98,Lentil
63.0,64.9,73.8,21.01,71.82,6.35,55.48,Onion
78.9,61.4,76.7,24.89,70.06,6.16,84.58,Maize
,73.6,105.1,17.35,87.53,6.31,76.14,Cabbage
66.3,69.1,74.4,18.04,71.9,6.44,54.68,Onion
105.9,52.5,74.9,22.6,73.43,6.5,87.07,Maize
51.3,42.5,42.4,22.31,58.72,6.85,76.18,Wheat
111.6,83.8,113.5,17.21,83.23,6.32,68.3,Cauliflower
71.9,51.6,65.9,25.49,71.25,6.36,68.54,Tomato
84.9,73.0,92.0,28.07,,6.59,103.94,Sugarcane
64.7,68.1,67.8,20.81,70.15,6.67,56.19,Onion
33.5,75.1,25.7,15.08,74.32,6.67,44.89,Pea
103.3,62.6,77.3,24.01,66.24,6.63,86.29,Maize
100.2,60.2,66.3,26.21,87.74,6.13,214.14,Rice
71.5,41.4,48.7,19.68,59.79,6.77,77.1,Wheat
128.9,84.5,116.2,17.18,84.72,5.86,66.63,Cauliflower
56.6,55.0,69.9,25.97,70.19,6.46,59.82,Tomato
89.5,63.2,97.3,21.76,78.12,6.94,113.53,Sugarcane
86.8,46.9,71.8,28.69,72.45,6.55,76.17,Chili
131.9,78.2,121.8,16.38,86.71,6.19,69.56,Cabbage
60.1,54.0,45.1,14.06,64.57,7.01,56.92,Barley
28.4,20.6,29.3,29.96,62.27,6.11,99.46,Mango
107.6,62.0,100.8,27.04,84.46,6.51,96.72,Sugarcane
25.5,74.2,33.7,21.15,64.08,6.93,41.2,Lentil
31.7,85.9,34.6,14.72,74.31,6.78,54.42,Pea
59.7,61.0,61.3,18.6,69.05,6.64,58.98,Onion
80.8,50.8,79.5,,66.08,6.64,100.84,Chili
134.0,82.0,383.4,26.83,79.52,5.92,141.06,Banana
50.0,46.1,46.2,18.84,64.28,6.66,52.85,Mustard
26.1,39.2,37.0,23.57,68.92,6.44,53.6,Soybean
30.6,80.2,35.0,10.99,74.67,6.48,39.33,Pea
66.2,65.8,67.9,19.56,72.83,6.29,41.37,Onion
29.0,72.6,30.9,20.34,64.46,6.79,32.69,Lentil
91.8,58.4,84.5,25.26,75.9,6.73,86.56,Chili
68.8,52.1,70.4,25.64,62.19,6.44,57.29,Tomato
114.2,112.1,442.4,27.16,80.55,5.9,141.85,Banana
67.7,65.6,61.6,16.32,71.46,6.51,45.49,Garlic
60.4,38.9,37.4,18.69,63.27,6.91,62.3,Barley
69.3,51.0,58.7,24.53,75.23,6.49,64.69,Tomato
96.0,67.0,112.1,26.1,87.76,7.01,95.31,Sugarcane
66.2,59.7,70.0,17.59,68.31,6.45,49.97,Garlic
93.3,70.5,103.1,30.26,83.73,6.88,121.77,Sugarcane
55.2,39.0,39.4,16.31,60.83,7.09,56.7,Barley
70.5,42.6,40.7,21.16,58.69,7.01,80.14,Wheat
124.0,79.9,138.2,16.95,86.36,6.23,69.99,Cabbage
140.5,69.8,139.1,17.26,85.95,5.95,71.49,Cauliflower
51.2,41.3,43.7,17.44,59.5,6.29,59.01,Barley
65.6,64.5,69.1,19.83,83.1,5.07,56.76,Potato
28.7,35.3,29.5,21.05,71.18,6.34,55.54,Soybean
119.6,68.9,132.2,17.4,84.49,6.2,766.4363745539114,Cabbage
62.4,53.5,69.2,25.31,72.03,6.37,57.72,Tomato
126.6,106.4,347.5,27.84,82.51,6.24,151.35,Banana
64.9,55.0,68.7,17.08,69.24,6.44,44.2,Garlic
69.1,59.6,56.7,21.71,68.3,6.37,59.87,Onion
55.6,39.6,42.4,16.93,63.47,6.3,64.04,Barley
31.5,19.6,27.6,30.7,62.8,5.76,94.56,Mango
58.3,51.2,55.1,17.29,67.31,7.21,60.88,Mustard
59.7,21.2,33.1,29.08,48.62,6.68,51.78,Millet
68.0,53.1,69.1,26.6,64.42,6.32,54.3,Tomato
56.2,46.6,42.8,,65.18,7.35,58.11,Barley
123.2,115.6,347.9,26.52,78.78,6.12,125.92,Banana
127.7,95.3,469.1,29.27,79.99,6.33,159.84,Banana
129.6,78.9,130.3,15.38,83.6,6.3,73.46,Cabbage
60.4,32.8,27.0,30.1,55.22,5.85,61.24,Millet
116.3,72.8,117.5,17.61,87.57,6.27,63.45,Cauliflower
33.5,22.8,28.9,31.98,63.04,6.57,102.0,Mango
121.7,73.8,116.2,17.71,88.84,6.09,67.03,Cauliflower
53.9,29.7,32.0,31.35,53.07,6.69,55.52,Millet
91.2,54.0,83.5,28.76,75.18,6.39,92.8,Chili
67.3,65.6,70.8,18.75,67.49,6.53,51.9,Onion
28.7,87.2,30.6,20.58,62.57,6.86,39.71,Lentil
61.9,65.8,63.1,16.56,69.91,6.53,41.49,Garlic
63.7,52.0,71.2,25.16,75.76,6.46,61.62,Tomato
80.6,55.4,83.5,29.14,70.31,6.52,97.26,Chili
124.0,68.5,138.3,17.83,85.23,6.25,75.74,Cauliflower
123.3,92.2,390.0,28.94,82.81,5.66,154.55,Banana
105.0,61.9,73.7,22.98,66.69,6.27,86.58,Maize
60.0,58.0,60.6,19.71,87.76,5.07,52.15,Potato
92.2,62.1,67.8,24.3,67.41,6.31,78.46,Chili
61.8,67.2,67.2,18.36,68.5,6.59,50.12,Onion
49.5,49.5,41.5,14.5,59.68,6.79,53.62,Barley
58.2,58.9,58.5,18.5,70.48,6.4,40.2,Garlic
94.4,50.0,79.4,22.37,71.83,6.59,84.5,Maize
127.5,91.6,122.3,17.28,85.39,6.29,76.14,Cabbage
100.5,51.4,75.4,21.12,74.13,6.32,93.9,Maize
25.9,50.9,28.1,23.19,70.1,6.39,59.95,Soybean
66.0,59.9,72.5,24.5,70.89,6.62,45.84,Tomato
29.0,34.5,30.5,21.86,70.18,6.64,53.41,Soybean
28.3,29.0,28.1,20.56,57.08,6.21,135.03,Apple
26.4,39.1,28.6,24.18,68.21,6.58,55.26,Soybean
124.0,66.5,132.9,17.01,85.58,6.26,82.69,Cabbage
109.6,61.3,66.9,23.79,88.17,6.47,227.06,Rice
101.5,57.0,78.7,23.05,73.47,6.01,81.93,Maize
57.1,30.7,28.2,31.72,52.66,5.81,48.08,Millet
65.0,66.0,64.3,15.95,68.25,6.55,51.4,Garlic
98.9,79.6,96.8,26.04,76.41,7.23,102.32,Sugarcane
94.9,59.8,61.6,31.38,85.0,6.5,219.65,Rice
53.0,23.8,24.8,28.22,45.69,6.32,66.15,Millet
56.5,29.9,30.6,32.65,58.08,6.2,54.52,Millet
94.9,54.1,80.7,23.22,,6.3,80.85,Maize
58.5,58.5,52.7,17.22,65.33,6.6,48.09,Mustard
49.8,55.2,65.1,-4.798748594558352,66.48,7.08,53.2,Mustard
71.0,58.3,77.9,27.07,76.19,6.29,100.95,Chili
89.8,67.1,84.2,27.0,84.91,7.43,124.5,Sugarcane
103.4,70.2,88.3,25.32,85.22,6.81,113.05,Sugarcane
96.0,58.1,56.0,32.13,87.47,5.99,245.56,Rice
129.8,80.3,,15.96,84.09,5.98,81.27,Cauliflower
104.8,80.5,128.0,-0.8602473746230448,83.58,6.03,70.29,Cauliflower
35.0,79.8,20.9,20.65,64.67,6.29,30.5,Lentil
111.9,96.1,352.9,28.08,78.0,5.98,114.0,Banana
29.4,74.0,35.0,16.52,74.72,6.7,47.17,Pea
65.9,58.1,64.8,24.39,68.64,6.32,65.25,Tomato
24.8,38.0,29.7,28.76,69.33,6.47,50.19,Soybean
59.3,67.3,73.6,15.54,69.11,6.29,50.36,Onion
96.5,59.4,94.5,20.36,63.83,6.56,79.34,Maize
24.0,87.2,23.4,14.46,76.35,6.68,44.72,Pea
66.7,65.4,72.0,19.3,67.9,6.52,45.73,Garlic
66.6,49.0,78.4,26.99,69.19,6.44,80.24,Chili
92.5,74.6,77.1,29.04,80.9,7.55,120.29,Sugarcane
30.4,19.2,22.3,21.02,61.01,5.91,124.6,Apple
128.4,72.4,114.5,17.71,84.96,6.26,76.64,Cabbage
32.6,44.9,24.1,29.99,75.82,6.62,52.49,Soybean
101.7,68.1,105.3,25.79,80.23,6.22,133.41,Sugarcane
24.7,82.0,33.1,21.45,61.03,6.69,32.91,Lentil
